Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
ADA,2021-02-06,0.55084352,0.4394259599,0.5600457632,0.437057432
ADA,2021-02-07,0.6383298996,0.5392224482,0.666522683,0.5268897038
ADA,2021-02-08,0.6241137988,0.6351112984,0.7086198442,0.5813348124
ADA,2021-02-09,0.6798873865,0.6625022631,0.7218205459,0.6327098737
ADA,2021-02-10,0.6963100091,0.6774588835,0.7131155324,0.6687415936
ADA,2021-02-11,0.884638017,0.7066876397,0.9087549646,0.7066876397
ADA,2021-02-12,0.9573998778,0.9413851136,0.9769465245,0.8668590148
ADA,2021-02-13,0.9262334763,0.9288277432,0.9477428013,0.8670915613
ADA,2021-02-14,0.8903785445,0.9261148358,0.9526137373,0.8273670965
ADA,2021-02-15,0.8714107346,0.9138680519,0.9199064842,0.8139837167
